,Unnamed: 0,name,location,description,link,price,operation,rooms,bathrooms,construction (m2),terrain (m2),lat,lng,calle,numero,colonia,ciudad,CP,formatad
1255,532,Casa en Venta Fraccionamiento con Vigilancia Alpes,"Casa EN Venta Fraccionamiento CON Vigilancia  Alpes, Las Aguilas, Alvaro Obregón","En lindo fraccionamiento con estricta vigilancia las 24 horas, calle tranquila y arbolada a 5 minutos de Periférico; casa con amplios, agradables e iluminados espacios, recién remodelada. 4 recámaras, cada una con baño, sala, comedor y cocina con vista a divino jardín plano privado de 250m², linda terraza de 50m², estudio, cuarto de servicio. $800. 00 Mto.",/propiedades/casa-en-venta-fraccionamiento-con-vigilancia-alpes-58405735.html,"MN 17,500,000",venta,4.0,4.0,550.0,350.0,19.3614558,-99.2040557,,,Las Águilas,Ciudad de México,01048,"Las Águilas, 01048 Ciudad de México, CDMX, Mexico"
1256,533,"Oficinas en Venta Insurgentes, Frente Wtc, Colonia del Valle, Benito Juárez.","Insurgentes Sur 686, Del Valle, Benito Juárez","Atractivas oficinas con magnífica ubicación, frente al wtc y en 5° nivel. El edificio cuenta con 2 elevadores y vigilancia. Actualmente distribuidas con una recepción, cuatro privados grandes, uno de ellos con baño, tres grandes áreas de trabajo, dos salas de juntas, 2 baños y área de café o cocina. Tres espacios de estacionamiento. Cuota de mantenimiento $5, 695. 00.",/propiedades/oficinas-en-venta-insurgentes-frente-wtc-colonia-del-58387380.html,"MN 10,000,000",venta,,0.0,222.0,222.0,19.3942889,-99.1719744,Avenida Insurgentes Sur,686,Colonia del Valle Norte,Ciudad de México,03100,"Av. Insurgentes Sur 686, Col del Valle Nte, Benito Juárez, 03100 Ciudad de México, CDMX, Mexico"
1263,535,"Magnifica Casa de Lujo en Venta, Titanio, Jardines del Pedregal, Framboyanes","TITANIO 3 , Jardines del Pedregal, Alvaro Obregón","Video de la casa en youtube:? v=JujgupDdhec. en venta inigualable casa de lujo, ubicada en el corazón del sur de la ciudad en el super exclusivo Y seguro fraccionamiento jardines del pedregal que cuenta con una muy estricta seguridad, tiene 705 M2 de construcción Y 282 M2 de terreno. Cuenta con: una cocina muy amplia Y completa con 2 barras de granito estufa de lujo Y lavavajillas, sala Y comedor con barra, jardín, 3 baños de visitas, 3 recámaras con vestidor Y baño cada una, la principal con tina Y terraza, gimnasio, despacho, familiy room con terraza, closet de blancos, estacionamiento para 5 autos, 4 bodegas, 2 cuartos de servicio con baño, Y lavandería, además la casa tiene paneles solares, sistema de recolección de agua, sistema de riego por aspersión, 2 cisternas, pisos de madera Y mármol Y cables para instalaciones.",/propiedades/magnifica-casa-de-lujo-en-venta-titanio-jardines-del-57214519.html,"MN 27,000,000",venta,3.0,4.0,705.0,285.0,19.3038572,-99.2242849,Titanio,3,Los Framboyanes,Ciudad de México,14150,"Titanio 3, Los Framboyanes, Tlalpan, 14150 Ciudad de México, CDMX, Mexico"
1264,536,Vendo Departamentos Nuevos Dr. Barragan 621,"DR. BARRAGAN 621, Narvarte, Benito Juárez","Ven Y conoce estos hermosos departamentos nuevos en la colonia narvarte, con una ubicación inmejorable con alta oferta de transporte público, parques, escuelas Y centros comerciales. El edificio cuenta con tan sólo 10 departamentos, 2. 90 A 3. 20 metros de altura, seguridad las 24 hrs. , roof garden común, huerto urbano Y estacionamiento bicis. Unidades que van desde los 80 A 125 M2, cada uno cuenta con sala, comedor, cocina abierta con barra, dos cuartos, dos baño, cuarto de lavado, bodega Y terraza. Desde",/propiedades/vendo-departamentos-nuevos-dr.-barragan-621-58663390.html,"MN 3,184,000",venta,2.0,2.0,80.0,80.0,19.3969861,-99.1475401,Doctor Barragán,621,Narvarte Poniente,Ciudad de México,03020,"Dr. Barragán 621, Narvarte Poniente, Benito Juárez, 03020 Ciudad de México, CDMX, Mexico"
1265,537,Excelente Casa en Venta Para Desarrollo Habitacional,"San Francisco 147, Barrio San Francisco, La Magdalena Contreras","Casa en venta en la Av. San Francisco de la Colonia Barrio de San Francisco en la Alcaldía Magdalena Contreras, se encuentra en excelente estado de conservación, desarrollada en tres medios niveles, amplio estacionamiento techado para 5 autos, cancha de tenis, jardín.",/propiedades/excelente-casa-en-venta-para-desarrollo-habitacional-58326038.html,"MN 17,000,000",venta,0.0,3.0,749.0,1629.0,19.3147041,-99.2324647,Avenida San Francisco,147,Barrio San Francisco,Ciudad de México,10500,"Avenida San Francisco 147, Barrio San Francisco, La Magdalena Contreras, 10500 Ciudad de México, CDMX, Mexico"
1266,538,Venta Departamento de 2 Recámaras en La Colonia Narvarte Poniente,"Avenida Cuauhtemoc 685, Narvarte, Benito Juárez","#YoMeQuedoEnCasa. Frente a la contingencia del covid-19 y gracias al uso de nuestra herramienta finders 360° virtual reality, puedes visitar esta propiedad en forma virtual, desde tu casa. Contáctanos para conocer más detalles. Whatsapp: Ver datos. Email: Ver datos. Inmobiliaria finders vende departamento de 88 m2 de superficie habitable en Colonia Narvarte Poniente, en edificio clásico que se encuentra en. excelente estado de conservación. Excelente ubicación a solo 100 metros del metro Etiopía, y a 5 minutos en auto a Parque Delta y Viaducto Presidente Miguel Aleman. El departamento fue remodelado por completo hace pocos años con buenos acabados. Amplios espacios, y buena luminosidad. Cuenta con 2 recámaras, 2 baños completos, amplia sala comedor, con cocina abierta. Actualmente se usa para renta por Airbnb con una muy buena rentabilidad.",/propiedades/venta-departamento-de-2-recamaras-en-la-colonia-58041720.html,"MN 2,750,000",venta,2.0,2.0,88.0,88.0,19.3937133,-99.1563743,Avenida Cuauhtémoc,685,Narvarte Poniente,Ciudad de México,03020,"Av. Cuauhtémoc 685, Narvarte Poniente, Benito Juárez, 03020 Ciudad de México, CDMX, Mexico"
1267,539,"Departamento en Venta - Copilco 300, Alcaldía Coyoacán, Cercano a La Unam","Ave. Copilco 300, Copilco Universidad, Coyoacán","Departamento con excelente ubicación muy cercano a la unam y a la parada Metro Copilco. De amplia estancia, cocina integral, tres recamaras, la principal con baño integrado, otro baño exterior y un espacio de estacionamiento fijo e independiente. En azotea: cuarto de planchado y jaula de tendido. Edificio con elevador, el conjunto cuenta con atractivas áreas comunes: juegos infantiles, cancha de basket, jardín común y vigilancia. Mantenimiento $983. 00.",/propiedades/departamento-en-venta-copilco-300-alcaldia-56611419.html,"MN 3,050,000",venta,3.0,2.0,95.0,95.0,19.336708,-99.18050430000001,Copilco,300,Copilco 300,Ciudad de México,04350,"Copilco 300, Copilco 300, Coyoacán, 04350 Ciudad de México, CDMX, Mexico"
1268,540,Cerrada de Xola,"Cerrada de Xola, Del Valle, Benito Juárez","Exclusivos departamentos listos para entrega inmediata, con excelente ubicación a tan solo un paso de la Condesa y en calle cerrada con doble vigilancia. Todos los departamentos cuentan con 3 recámaras, 2. 5 baños con ventilación natural, 1 o 2 estacionamientos. Los pisos son de madera de Ingeniería y porcelanato, las cocinas con barra de granito, son modernas y funcionales, el área de lavado es integrada y de buen tamaño. Los departamentos tienen excelente iluminación y cuentan con tecnología led directa en áreas sociales. El suministro de agua es a través de cisternas, una pluvial para servicios y otra de agua potable, tiene elevador y escaleras internas. El departamento en pb cuenta con terraza doble, los pisos intermedios con balcones, los ph con roof garden privado y para todos los departamentos hay roof garden común con baño.",/propiedades/cerrada-de-xola-55580785.html,"MN 5,450,000",venta,3.0,,122.0,122.0,19.3971775,-99.1681646,1a. Cerrada Xola,,Colonia del Valle Norte,Ciudad de México,03103,"1a. Cerrada Xola, código 2, Col del Valle Nte, 03103 Ciudad de México, CDMX, Mexico"
1269,541,Pedregal - Residencias Privadas,"ESTEPA , Jardines del Pedregal de San Angel, Coyoacán",Condominio horizontal nuevo. 13 residencias privadas. Casa club. Alberca con chapoteadero. Asoleaderos. Jacuzzi. Baño mujeres con sauna. Salón de adultos. Cocineta. Gimnasio. Salón de ejercicio. Baño de hombres con vapor. Terraza. Cancha de paddle. Barra. Área de estar. Ludoteca. Áreas verdes. Estacionamiento subterráneo. 3 ó 4 recámaras con baño y vestidor. Cocina italiana. Cuarto de tv. Salón de juegos. Jardín propio. Acabados de lujo. Roof garden. Calefacción hidrónica en recámaras y salón de fiestas.,/propiedades/pedregal-residencias-privadas-57403294.html,"MN 30,914,900",venta,3.5,,790.5,322.5,19.3033399,-99.1943191,Estepa,,Jardines del Pedregal de San Ángel,Ciudad de México,04500,"Estepa, Jardines del Pedregal de San Ángel, 04500 Ciudad de México, CDMX, Mexico"
1270,542,División del Norte,"Ciudad Jardín, Coyoacán","""promocion"" los gastos de escrituración correrán por cuenta del constructor. Estrene excelente departamento exterior de entrega inmediata, a 5 minutos de Calzada de Tlalpan y Miguel Ángel de Quevedo. Amplios e iluminados, espacios en sala y comedor con salida a balcón, cocina integral abierta con área de servicio integrado, 2 recámaras, la principal con clóset y baño con canceles de cristal templado, recámara secundaria con closet, baño de visitas completo, estacionamiento para 1 auto, mantenimiento $2, 650. 00, vigilancia las 24 horas.",/propiedades/division-del-norte-57334320.html,"MN 3,257,699",venta,2.0,,77.5,,19.3348691,-99.1449234,,,Ciudad Jardín,Ciudad de México,04370,"Cd Jardín, 04370 Ciudad de México, CDMX, Mexico"
1271,543,Select Living Zoltán Kodály! Desarrollo con 16 Exclusivos Departamentos!,"Calle Zoltan Kodaly #126 Col. San Simón Tolnahuac, Cuauhtémoc CDMX, San Simón Tolnahuac, Cuauhtémoc","¡aprovecha! ¡últimos departamentos! Nuestro nuevo concepto select living Zoltan Kodaly reúne en su desarrollo los mejores sistemas y materiales de construcción, además de los diseños más vanguardistas, con los precios más competitivos del mercado. El proyecto cuenta con una ubicación inmejorable sobre la calle Zoltan Kodaly, cercano a metros como Tlaltelolco, Misterios y la Raza; de igual manera, está en un punto céntrico a centros comerciales, hospitales y escuelas. Nuestro desarrollo esta planificado para contar con los mejores espacios habitables y con excelente distribución, con modelos que van desde 55. 12 m2 hasta 57. 69 m2 pensando en la comodidad de las familias. Bienvenidos Creditos: infonavit, cofinavit, fovissste, fovissste alia2, bancomer, banorte, santander, contados aplica descuento. *Cambios de precio sin previo aviso. *La información y las condiciones contenidas en este impreso/material son de carácter informativo y pueden cambiar sin previo aviso. Consulta nuestro aviso de privacidad.",/propiedades/select-living-zoltan-kodaly!-desarrollo-con-16-50842680.html,"MN 1,775,891",venta,2.0,,56.0,,19.4624754,-99.1420589,Zoltan Kodaly,126,San Simón Tolnahuac,Ciudad de México,06920,"Zoltan Kodaly 126, San Simón Tolnahuac, Cuauhtémoc, 06920 Ciudad de México, CDMX, Mexico"
1272,544,Tokio 212,"TOKIO 212, Portales, Benito Juárez","Hermoso desarrollo con 12 exclusivos departamentos con gran diseño arquitectónico 100% para un estilo de vida cómodo y lleno de gran satisfacción. Tokio 212 rompe con todos los paradigmas ofreciendo gran calidad en acabados, iluminación natural, espacios llenos de versatilidad que harán día a día una experiencia inolvidable, sumado a espacios de estacionamiento cómodos, servicios de vigilancia cctv, roof tops, vegetación natural, lobby. tokio 212 se convierte en una opción única para ti. Tk 212 cuenta con especialistas asesores que te ayudaran a hacer este sueño realidad tramitando cualquier tipo de crédito, asesorías notariales, etc. Nosotros nos preocupamos tu disfrutas.",/propiedades/tokio-212-58444729.html,"MN 2,778,842",venta,2.0,,65.0,65.0,19.3715996,-99.15236929999999,Tokio,212,Portales Norte,Ciudad de México,03300,"Tokio 212, Portales Nte, Benito Juárez, 03300 Ciudad de México, CDMX, Mexico"
1273,545,Departamento en Venta Portales / Miraflores,"Miraflores 922, Portales, Benito Juárez","Excelente departamento, 77 m2, dos habitaciones, dos baños completos, estancia, cocina integral con barra, área de lavado, persianas, balcón, magnifica vista panoramica, acabados de lujo, bodega, un estacionamiento. Elevador, magnifica ubicacion cercano a metro Ermita y Eje 8 Sur, único en la zona.",/propiedades/departamento-en-venta-portales-miraflores-55007204.html,"MN 2,700,000",venta,2.0,2.0,77.0,86.0,19.3606288,-99.14190119999999,Miraflores,922,Miravalle,Ciudad de México,03580,"Miraflores 922, sineo, Miravalle, Benito Juárez, 03580 Ciudad de México, CDMX, Mexico"
1274,546,"Vendo Casa Montes Pirineos, Lomas de Chapultepec","Montes Pirineos 570, Lomas de Chapultepec, Miguel Hidalgo","Vendo casa en calle principal de las lomas, con hermoso jardin Y terraza con salón de eventos. El inmueble cuenta con recibidor, preciosa sala con chimenea con salida al jardín, comedor, cocina integral, 3 recámaras con vestidor, 4 ½ baños, elevador, cuarto de servicio Y cuarto de lavado Y 5 lugares de estacionamiento. La casa además cuenta en el tercer piso, con un departamento independiente con sala, comedor. Cocina Y dos recámaras Y 2 baños, ideal para rentar para air BnB. ¡ven Y conócela!",/propiedades/vendo-casa-montes-pirineos-lomas-de-chapultepec-58543575.html,"USD 2,500,000",venta,3.0,3.0,550.0,710.0,19.4216811,-99.2123422,Avenida Montes Pirineos,570,Lomas de Chapultepec,Ciudad de México,11000,"Av Montes Pirineos 570, Lomas de Chapultepec, Miguel Hidalgo, 11000 Ciudad de México, CDMX, Mexico"
1275,547,Be Grand Park San Angel Bello Departamento Vista Espectacular,"Canoa, Tizapan, Alvaro Obregón","Hermoso y moderno departamento en Be Grand Park San Angel muy moderno, inmediato a Pedregal, Periferico, San Jeronimo, Av. Universidad, Av. Revolucion, Insurgentes Sur, Con todos los servicios a la mano, Centros Comerciales, en San Jeronimo, City Market, Superama, Escenaria con todos los servicios a la mano, Colegios, Universidades, Supermercados, Bancos, Restaurantes, etc. Tiene amplia estancia con balcon, Estudio, 03 recamaras, 03 1/2 baños, area de lavado, preciosa cocina integral cerrada con espacio para antecomedor, 04 Estacionamientos, Excelentes y finos acabados, closets amplios, en la principal walking closet, Sala de television, Area de lavado y cuarto de servicio integrado al departamento, Bodega muy amplia, listo para habitarse, Hermosa vista panoramica y excelente temperatura. Vigilancia las 24 hrs, Jardin y Áreas Verdes, Salon de Adultos, Alberca, Jacuzzi, Spa, Gimnasio super equipado, Salon de Fiestas, etc véalo! El departamento se renta sin muebles",/propiedades/be-grand-park-san-angel-bello-departamento-vista-53091840.html,"MN 18,500,000",venta,3.0,3.0,245.0,245.0,19.3329356,-99.20511859999999,Canoa,,,Ciudad de México,,"Canoa, Ciudad de México, CDMX, Mexico"
1276,548,"Vendo Hermosa Casa en Lomas de Chapultepec, Sierra Amatepec","Casa EN Venta, Lomas DE Chapultepec, Sierra Amatepec, Lomas de Chapultepec, Miguel Hidalgo","Vendo excelente casa en lomas de chapultepec Casa de un solo nivel, consta de 4 recámaras, la principal con 3 vestidores, 4. 1/2 baño, 6 estacionamientos, 3 cuartos de servicio, bodega, terraza y jardín, excelente orientación, remodelada y rodeada de jardines. -800 m2 terreno -550 m2 de construcción Precio de venta: $33, 500. 00Ofrece servicios profesionales especializados de corretaje inmobiliario, satisfaciendo al máximo las necesidades de nuestros clientes, respetando nuestros valores, y brindando a nuestros colaboradores, proveedores e inversionistas el mayor beneficio.",/propiedades/vendo-hermosa-casa-en-lomas-de-chapultepec-sierra-57594633.html,"MN 33,500,000",venta,4.0,4.0,,800.0,19.427511,-99.22104159999999,Sierra Gorda,15,Lomas de Chapultepec VIII Sección,Ciudad de México,11000,"Sierra Gorda 15, Lomas de Chapultepec VIII Secc, Miguel Hidalgo, 11000 Ciudad de México, CDMX, Mexico"
1277,549,"El Hogar Que Te Mereces, 2 Recamaras, 1 Baño, 1 Estacionamiento + Bodega.","Malintzin Col. Portales, Del Valle, Benito Juárez","Zonahogares. Com. Tenemos el gusto de presentarte tú nuevo hogar. Departamento en venta, muy bien ubicado. Estancia amplia y cómoda, comedor y sala bien distribuidos. Cuenta con: 2 Recamaras. 1 Baño. 1 Estacionamiento. 1 Bodega Privada. Plus: roof garden privado. Visita y enamorate de los espacios y ubicación de tú nuevo hogar. Www. Zonahogares. Com. Cuenta con roof garden privado. Bien iluminado. (súper amplio) Excelente zona, muy centrico. Llama ahora! Tel. 4994. 3574. Whatsapp: Ver datos.",/propiedades/el-hogar-que-te-mereces-2-recamaras-1-bano-1-58409969.html,"MN 2,999,999",venta,2.0,1.0,128.0,65.0,19.365508,-99.13898089999999,Malintzin,16B,Portales Oriente,Ciudad de México,03570,"Malintzin 16B, Portales Oriente, Benito Juárez, 03570 Ciudad de México, CDMX, Mexico"
1278,550,Precioso Departamento Esquinero en Plaza Carso: 3 Recamaras,"Lago Zurich 96, Ampliación Granada, Miguel Hidalgo",Lindo departamento de 133 M2 en perfecto estado. 3 recamaras Y 2 baños completos. Recamara principal con vestidor. Baño de visitas. Area de lavado. Linda cocina abierta. Bonitas vistas. Muy tranquilo Y luminoso. 2 cajones de estacionamiento. Completo conjunto de amenidades. Vigilancia 24.,/propiedades/precioso-departamento-esquinero-en-plaza-carso:-3-58157273.html,"MN 9,000,000",venta,3.0,2.0,133.0,133.0,19.442414,-99.20271509999999,Calle Lago Zurich,96,Ampliación Granada,Ciudad de México,11529,"Calle Lago Zurich 96, Amp Granada, Miguel Hidalgo, 11529 Ciudad de México, CDMX, Mexico"
1279,551,"Casa Sola Venta Fresnos, San Ángel Inn","Fresnos, San Angel Inn, Alvaro Obregón","Venta de preciosa casa en San Ángel Inn, recién remodelada con magníficos acabados. Cuenta con sala, comedor, patio interior, cocina integral, baño de visitas, 3 recámaras (baño y vestidor; la principal con vapor y jacuzzi), amplia sala de tv con terraza, estudio con un cuarto, baño completo, área de lavado y cuarto de servicioInmobiliaria con mas de 15 años de experiencia, todos los asesores son certificados, cuidando el patrimonio de nuestros clientes.",/propiedades/casa-sola-venta-fresnos-san-angel-inn-58187879.html,"MN 21,000,000",venta,3.0,4.0,450.0,131.0,19.3518867,-99.1960749,Fresnos,,San Ángel Inn,Ciudad de México,01049,"Fresnos, San Ángel Inn, 01049 Ciudad de México, CDMX, Mexico"
1280,552,Departamento - Jardines en La Montaña,"Jardines EN LA Montaña, Torre Olimpo Espectacular Departamento Remodelado, Jardines en la Montaña, Tlalpan","Cocina abierta, family room, comedor, sala, 1/2 baño de visitas, recamara principal con dos vestidores Y tina, recamara 2 con vestidor Y terraza, recámara 3 con vestidor Y balcón, cuarto de lavado Y servicio, elevador al piso Y elevador de servicio. Instalaciones, renovación del 100% de las instalaciones hidro - sanitarias, eléctricas Y gas, sistema de piso radiante hidrónico, en todo el departamento, sistema fabricado en alemania, controlado por termostatos digitales independientes divididos en 5 zonas, mismos que se pueden controlar vía web, sistemas de red Y comunicación por cable Y servidor en todas las areas. Cocina de alta gama, terraza de granito, calentador de paso de alta gama para garantizar el agua caliente constante Y ahorro de consumo de gas. Luminarias de leed, contactos, apagadores Y accesorios de la marca bticino, cancelería en baños A base de cristales templados extra claros (anti corrosión), con herrajes en acabado negro mate. W. C. , regaderas, monomandos Y tina de la marca american standard. Acabados muros de tablaroca con aislante acústico. Piso de mármol italiano formato en placa, piso de madera solido de tzalam en recamaras, vestidores, comedor Y salas de estar, piso de porcelanato mate italiano en placas de gran formato en áreas de baño, recubrimiento de muros de baño con porcelanato satinado italiano en placas de gran formato. Revestimiento de muros con piedra natural mirasema - brasil, piso en terraza de granito. Mármoles arca. Piso de porcelatato en áreas de servicio. Lavabos en baños en cuarzo. Carpintería. Puertas de intercomunicación en mdf, acabado en chapa de nogal, vestidores con fondos, estructurados con mdf de 18mm, acabado con chapa de nogal, celocías en vestibulo Y área de lavabos de rec. Principal de, madera de tzalam sólido, lambrínes con estructura de mdf Y acabado en chapa de nogal cerraduras alemanas en puertas, realizadas en latón sólido. Muebles bajo lavabos con chapa de nogal, muebles integrados en recamara principal realizados en acabado chapa de nogal. Mueble tv, cajoneras, lambrín, repisas Y mesa tipo escritorio. el edificio cuenta con: salón de fiestas para 150 personas, con amplia terraza, cocina Y baños, alberca techada Y jacuzzi, área de baños con vestidores, regaderas Y sauna, sala de tv, área de estar, gimnasio, área de juegos para niños con asador Y mesas,. mx",/propiedades/departamento-jardines-en-la-montana-58595873.html,"MN 25,900,000",venta,3.0,3.0,359.0,479.0,19.3017806,-99.2023662,,,Jardines en la Montaña,Ciudad de México,,"Jardines en la Montaña, Ciudad de México, CDMX, Mexico"
1281,553,Espectacular! Venta Departamento en Bosques de Las Lomas,"Bosques de tejocotes, Bosque de las Lomas, Miguel Hidalgo","Departamento en venta en Bosques de las Lomas de 235 metros cuadrados, 2 recámaras, 3 baños, cuarto de servicio, balcón, gimnasio y salón de fiestas. Este departamento se encuentra en una calle muy tranquila, los 235 metros están distribuidos de la siguiente manera. Departamento: - Sala comedor espaciosa con balcón y mucha luz. - Family room (con opción de hacer una tercer recámara) - Cocina con desayunador. - Cuarto de servicio con baño completo. - Cuarto de lavado. -Recámara principal con baño y vestidor. - Cuarto principal con vista al jardín, cuenta con baño y vestidor. - Cuarto secundario con vista al jardín, cuenta con baño y vestidor. - 4 Lugares de estacionamiento. - Elevador directo al departamento. Edificio: - Seguridad 24 horas. - Hermoso Jardín con mucho verde y sol. - Gimnasio. - Salón de fiestas. - Pequeña área de juegos infantiles. Zona: Bosques de las Lomas, calle muy tranquila, rodeada de arboles y aire puro.",/propiedades/espectacular!-venta-departamento-en-bosques-de-las-57641518.html,"MN 12,499,999",venta,2.0,3.0,235.0,235.0,19.3847266,-99.2604484,Bosque de Tejocotes,,Bosques de las Lomas,Ciudad de México,,"Bosque de Tejocotes, Bosques de las Lomas, Ciudad de México, CDMX, Mexico"
1304,556,Hermosa Residencia en Cuajimalpa,"Loma de la Palma  184, Lomas de Vista Hermosa, Cuajimalpa de Morelos","Hermosa residencia en exclusivo condominio, inmensamente amplia, bien iluminada, excelente distribución, ubicación insuperable, frente al club de golf lomas, la casa consta de tres recámaras, tres baños, Sala, Comedor, Cocina, área de lavado, cuarto de servicio, el condominio cuenta con las siguientes amenidades: salón de fiestas, salón de juegos para adultos y niños, alberca, jacuzzi, gym, amplios jardines, vigilancia las 24 horas y cctv. Cerca de parques, centros comerciales y Avenidas principales. Aprovecha la oportunidad. Visítala. Que no te la ganen!! Aceptamos y tramitamos créditos Bancarios. *Contamos con servicio de City Mudanzas. Art Naj.",/propiedades/hermosa-residencia-en-cuajimalpa-58533348.html,"MN 40,000,000",venta,3.0,3.0,470.0,1020.0,19.3679927,-99.2780669,Loma de la Palma,184,Lomas de Vista Hermosa,Ciudad de México,05100,"Loma de la Palma 184, Lomas de Vista Hermosa, Cuajimalpa de Morelos, 05100 Ciudad de México, CDMX, Mexico"
1312,558,Casa en Condominio Venta Nicolás Bravo - San Jerónimo Lídice,"Nicolas Bravo, San Jerónimo Lídice, La Magdalena Contreras","Hermosa casa en condominio, horizontal de solo 4 casas muy cerca de periférico con muy buenos espacios, en planta baja oficina, sala, comedor cocina equipada con antecomedor y family abierto con una vista muy linda a la fuente, en el segundo nivel un distribuidor y 3 recamaras cada una con baño, la principal tiene walking closet muy grande y tiene espacio para 3 autos descubiertos, jardín al frente de 200 m aproximadamente. Inmobiliaria con mas de 15 años de experiencia, todos los asesores son certificados, cuidando el patrimonio de nuestros clientes.",/propiedades/casa-en-condominio-venta-nicolas-bravo-san-jeronimo-57233975.html,"MN 14,950,000",venta,3.0,3.0,230.0,397.0,19.3281903,-99.2202815,Nicolás Bravo,,San Jerónimo Lídice,Ciudad de México,10200,"Nicolás Bravo, San Jerónimo Lídice, 10200 Ciudad de México, CDMX, Mexico"
1313,559,"Venta Departamento en Col. del Valle, Exterior","Angel Urraza 607, Del Valle, Benito Juárez","Departamento semi nuevo muy cerca del Parque Tlacoquemacatl, restaurantes, Bancos, Colegios, etc. Ubicado en piso 6, consta de: Sala - Comedor con pequeño balcón, cocina, 2 recámaras, 2 baños y 2 estacionamientos. Caseta de vigilancia",/propiedades/venta-departamento-en-col.-del-valle-exterior-58108927.html,"MN 3,400,000",venta,2.0,2.0,65.0,80.0,19.3835003,-99.1695589,Angel Urraza,607,Colonia del Valle Centro,Ciudad de México,03100,"Angel Urraza 607, Col del Valle Centro, Benito Juárez, 03100 Ciudad de México, CDMX, Mexico"
1314,560,Mixcoac,"BLVD. ADOLFO LOPEZ MATEOS 53, Mixcoac, Benito Juárez","Edificio de 8 pisos y un sótano, con 14 departamentos y 28 lugares de estacionamiento. En la planta baja y sótano se encuentran los estacionamientos, del 2º al 8º piso albergan los departamentos, localizados dos en cada nivel. Ubicado al sur de la ciudad con excelentes vías de comunicación y con todos los servicios inmediatos. Muy cerca de diferentes escuelas, hospitales y amplia oferta de diversión como restaurantes, centros comerciales, cines, etc. La colonia ""Mixcoac"" se ha convertido en una zona aspiracional por estar al lado de la colonia Del Valle, pero con valores de vivienda más accesibles. Esto explica la importante plusvalía que está teniendo la zona, como lo establecen los estudios de mercado que ubican a la colonia Mixcoac como la segunda con mayor plusvalía en el primer semestre de 2019, por lo que las inversiones en la zona son de alta rentabilidad. Precios excelentes. Se aceptan todos los créditos bancarios. Guardias diarias en el desarrollo.",/propiedades/mixcoac-57386126.html,"MN 3,477,000",venta,3.0,,107.5,,19.3750545,-99.1916474,Boulevard Adolfo López Mateos,53,Mixcoac,Ciudad de México,03910,"Blvd. Adolfo López Mateos 53, Mixcoac, Benito Juárez, 03910 Ciudad de México, CDMX, Mexico"
1315,561,"Salvador Díaz Mirón 42, Santa María La Rivera","Salvador Díaz Mirón #42, Santa Maria La Ribera, Cuauhtémoc","Seis amplios departamentos de 72 y 80m2, con dos y tres recámaras, Roof Garden privado, una amplia bodega particular y estacionamiento, acabados modernos de primera calidad y un estilo propio de la arquitectura actual. Ubicado en la Colonia Santa María la Rivera. ¡Contamos con departamento muestra! Ven y conoce tu nuevo hogar.",/propiedades/salvador-diaz-miron-42-santa-maria-la-rivera-55134731.html,"MN 4,062,737",venta,2.5,,76.0,114.0,19.4481511,-99.15427129999999,Calle Salvador Díaz Mirón,42,Santa María la Ribera,Ciudad de México,06400,"Calle Salvador Díaz Mirón 42, Sta María la Ribera, Cuauhtémoc, 06400 Ciudad de México, CDMX, Mexico"
1316,562,Romero de Terreros 1010 10% de Descuento Durante Mayo y Junio,"pedro romero de terreros 1010, Narvarte, Benito Juárez","Unica oportunidad 10% de descuento durante mayo Y junio. Pensando en el estilo de vida que buscas y en las necesidades que vivimos hoy en día, RdT 1010 cuenta con exclusivos departamentos con acabados de la mejor calidad. Buscando satisfacer tus necesidades, los departamentos se dividen en 3 tipologías con diferentes características siempre teniendo como prioridad ofrecerte la mejor distribución y los espacios más amplios para hacer tu vida más cómoda. Teniendo la Ciudad de México y la vibrante colonia Narvarte como ubicación, contamos con Roof Gardens donde podrás disfruttar al máximo de la vida exterior sin dejar la comodidad de tu casa.",/propiedades/romero-de-terreros-1010-10-de-descuento-durante-mayo-54468257.html,"MN 5,221,339",venta,3.0,,106.5,136.0,19.3943027,-99.16077229999999,Pedro Romero de Terreros,1010,Narvarte Poniente,Ciudad de México,03020,"Pedro Romero de Terreros 1010, Narvarte Poniente, Benito Juárez, 03020 Ciudad de México, CDMX, Mexico"
1317,563,Lago Cuitzeo 155,"LAGO CUITZEO 155 NANAHUAC III SECCION, Anahuac, Miguel Hidalgo","Ultimos departamentos de 2 recamaras, el desarrollos cuenta con caseta de vigilancia, vigilancia de 24 hrs, salon de usos multiples, ludoteca cona area de jardin",/propiedades/lago-cuitzeo-155-56724334.html,"MN 2,850,000",venta,3.0,,64.0,113.0,19.4438948,-99.1742469,Lago Cuitzeo,155,Anáhuac I Sección,Ciudad de México,11320,"Lago Cuitzeo 155, Anáhuac I Secc., Anáhuac I Secc, Miguel Hidalgo, 11320 Ciudad de México, CDMX, Mexico"
