,Unnamed: 0,name,location,description,link,price,operation,rooms,bathrooms,construction (m2),terrain (m2),lat,lng,calle,numero,colonia,ciudad,CP,formatad
23,21,"Cuauhtemoc 661, Gran Pre Venta! en Zona Tranquila en Cdmx!","Cuauhtemoc 661, Narvarte, Benito Juárez","¡Super oportunidad! Departamentos en pre venta… ¡Colonia narvarte poniente! Exclusivo desarrollo en preventa, ubicado en una de las mejores zonas de la cdmx, cuenta con: 2 recámaras, 2 baños, sala, comedor, cocina, estudio, cuarto de lavado, balcón, estacionamientos. - 5 Roof Garden Privados. - Roof Garden Común. - Vigilancia 24 horas. - Acabados de lujo. Desarrollo habitacional muy céntrico en Narvarte Poniente, rodeado de parques, restaurantes, cafés etc. A pocas cuadras de avenidas principales y estación del metro y metrobus. Depas de Fácil acceso! Visita nuestro departamento muestra. tenemos unidades disponibles. ¡excelentes acabados! No pierdas la oportunidad de tener tu departamento en la mejor ubicación dentro de cdmx.",/propiedades/cuauhtemoc-661-gran-pre-venta!-en-zona-tranquila-en-58520644.html,"MN 4,170,475",venta,1.5,,87.5,,19.3946176,-99.1563611,Avenida Cuauhtémoc,661,Narvarte Poniente,Ciudad de México,03020,"Av. Cuauhtémoc 661, Narvarte Poniente, Benito Juárez, 03020 Ciudad de México, CDMX, Mexico"
24,22,Quo Armada! Gran Oportunidad de Adquirir Tu Depa Ideal!,"Armada de México 52, Lomas de Chamizal, Cuajimilpa, Lomas del Chamizal, Cuajimalpa de Morelos","¡Super oportunidad! Departamentos en pre venta… ¡Exclusivo desarrollo en preventa, ubicado en una de las mejores zonas de la cdmx! El desarrollo contará con 7 exclusivos departamentos distribuidos en 4 niveles. Los departamentos contarán con acabados de lujo, dos recamaras, dos baños, Comedor, Family Room, balcón privado, cuarto de servicio y cajón de estacionamiento. Desarrollo habitacional muy céntrico, ubicado en la calle de Armada de México (secretaria de Marina-Lomas de Chamizal) una zona residencial tranquila y en crecimiento en la cdmx. La zona cuenta con una variedad de servicios en alrededores como centros comerciales, supermercados, colegios, gimnasios, restaurantes y una variedad de servicios. Con marquen de negociación! Contactenos con gusto te atendemos.",/propiedades/quo-armada!-gran-oportunidad-de-adquirir-tu-depa-58524910.html,"MN 2,990,000",venta,1.5,,90.5,,19.3853393,-99.26526160000002,Armada de México,52,Lomas del Chamizal,Ciudad de México,05129,"Armada de México 52, Lomas del Chamizal, Cuajimalpa de Morelos, 05129 Ciudad de México, CDMX, Mexico"
25,23,Tlacotalpan 89! Super Depas de Entrega Inmediata! Excelente Ubicacion!,"Tlacotalpan 89, Roma Norte, Cuauhtémoc","Gran oportunidad! Depas de entrega inmediata! ¡Colonia roma norte! Exclusivo desarrollo, ubicado en una de las mejores zonas de la cdmx, cuenta con: 2 recámaras, 2. 5 baños, sala, comedor, cocina, estudio, cuarto de lavado, balcón, estacionamientos. - Roof Garden Privados. - Roof Garden Común. - Bodega. - Vigilancia 24 horas. - Acabados de lujo. Desarrollo habitacional muy céntrico en Roma Norte, rodeado de parques, restaurantes, cafés etc. A pocas cuadras de avenidas principales y estación del metro y metrobus. Depas de Fácil acceso! Desarrollo inmobiliario localizado en uno de los barrios con mayor tradición de la Ciudad de México: Roma Norte. Con una ubicación sin igual, se encuentra cerca de las vialidades más importantes de la ciudad: cultura, comercio y gastronomía enmarcan el desarrollo residencial. Con diecinueve departamentos que van desde los 70m2 hasta los 123m2, todos ellos con espacios privados exteriores, el conjunto se desarrolla entre amplias terrazas y luminosos patios interiores.",/propiedades/tlacotalpan-89!-super-depas-de-entrega-inmediata!-58651113.html,"MN 6,999,000",venta,2.5,,186.5,,19.4046152,-99.1662218,Tlacotalpan,89,Roma Sur,Ciudad de México,06760,"Tlacotalpan 89, Roma Sur, Cuauhtémoc, 06760 Ciudad de México, CDMX, Mexico"
26,24,Quo Bosques! Depas Para Enterga Inmediata! Excelente Ubicacion.,"Navío 6, Bosques de las Lomas, Cuajimalpa de Morelos","Excelente proyecto residencial. entrega inmediata! En Colonia Lomas del Chamizal. Proyecto con solo 19 departamentos. Departamentos a partir 52. 75m2 hasta 74. 92m2. - 1 y 2 recámaras con vestidor. - 1 y 2 baños completos. - Sala. - Comedor. - Cocina Italiana equipada cubierta granito. - Balcones. - Garden house. - 1 y 2 estacionamientos. - Pisos laminados de madera. Contactanos por teléfono o Whatsapp, atenderte es un gusto. Los mejores departamentos A tu alcance los adquieres con sellspot.",/propiedades/quo-bosques!-depas-para-enterga-inmediata!-excelente-53692715.html,"MN 2,990,000",venta,1.5,,77.5,63.0,19.3865318,-99.2647539,Navío,6,Lomas del Chamizal,Ciudad de México,05129,"Navío 6, Lomas del Chamizal, Cuajimalpa de Morelos, 05129 Ciudad de México, CDMX, Mexico"
27,25,"Bosques de Las Lomas, Torre Altus, Departamento en Venta (Vw)","Bosques de las Lomas, Torre Altus, Departamento en Venta (vw), Bosques de las Lomas, Cuajimalpa de Morelos","Paseo Laureles Torre Altus, departamento a la Venta! (vw) 600 mC, 3 recamaras, 3. 5 baños, 2 salas, comedor, antecomedor, biblioteca, despacho, sala tv, cocina de lujo con 2 despensas, cuarto de lav muy amplio y cuarto de serv, 4 estacionamientos, 4 bodegas, vigilancia privada, 5 elevadores. Areas comunes: alberca techada, salon de fiestas y usos mult, gym, spinning, pilates, tennis, padel, fútbol, ludoteca, bussines center, serv de valet parking, mant $Ver datosmn. Excelente depto de súper lujo. con vista 360 grados panorámica. acabados de primera y excelentes espacios y distribución. codigo de referencia 1457, Los precios publicados y la disponibilidad pueden cambiar sin previo aviso por lo que se debe de verificar con la inmobiliaria. La publicación de la presente información no representa una oferta publica por lo que toda transacción debe de hacerse de forma personal de acuerdo a las practicas comerciales de la inmobiliaria y para poder ser valida requiere de la autorización expresa de los propietarios de los inmuebles.",/propiedades/bosques-de-las-lomas-torre-altus-departamento-en-58492116.html,"USD 2,600,000",venta,3.0,3.0,600.0,600.0,19.3811127,-99.2672772,Paseo de los Laureles,416,Bosques de las Lomas,Ciudad de México,05100,"Paseo de los Laureles 416, Bosques de las Lomas, Cuajimalpa de Morelos, 05100 Ciudad de México, CDMX, Mexico"
28,26,"St Regis, Loft Amueblado en Venta o Renta! (Mc)","St Regis, Loft Amueblado en Venta o Renta! (mc), Cuauhtémoc, Cuauhtémoc","Paseo de la Reforma, excelente loft de lujo amueblado en venta o renta! (mc) 120m, cuenta con vestíbulo, amplia reca? mara con sala integrada, walk-in closet y tina de ban? o, 1. 5 baños, closet de visitas, cocina equipada, sala, comedor, 3 closet de blancos, 2 estacionamientos, 1 bodega, elevador. Amenidades: servicios adicionales de hotel, acceso al spa, habitación business, gym, club infantil, alberca de relajación, servicio de concierge, club de tennis, servicio, privado de alimentos 24 hrs. Al día (costo extra), servicio de mayordomo, vigilancia 24 horas al día, valet parking. Departamento de Lujo, cómodo y con los mejores servicios a su disposición. codigo de referencia 1146, Los precios publicados y la disponibilidad pueden cambiar sin previo aviso por lo que se debe de verificar con la inmobiliaria. La publicación de la presente información no representa una oferta publica por lo que toda transacción debe de hacerse de forma personal de acuerdo a las practicas comerciales de la inmobiliaria y para poder ser valida requiere de la autorización expresa de los propietarios de los inmuebles.",/propiedades/st-regis-loft-amueblado-en-venta-o-renta!-mc-58517568.html,"USD 1,150,000",venta,1.0,1.0,120.0,120.0,19.4257077,-99.17231129999999,Avenida Paseo de la Reforma,439,Cuauhtémoc,Ciudad de México,06500,"Av. Paseo de la Reforma 439, Cuauhtémoc, 06500 Ciudad de México, CDMX, Mexico"
29,27,"Bosques de Reforma, Casa Sola a La Venta en Bosques de Las Lomas (Vw)","Bosques de Reforma, Casa Sola a la Venta en Bosques de las Lomas (vw), Bosque de las Lomas, Miguel Hidalgo","Bosques de las Lomas, Bosque de la Reforma, casa recién remodelada de lujo, al a venta (vw). Cuenta con 715mT, 736mC, 2 niveles, cocina nueva equipada, con iluminación especial, amplia sala con chimenea, comedor y antecomedor con salida al jardín, terraza techada con deck de madera, baño y asador, 3 recámaras con baño y amplios vestidores, la principal con terraza privada, family con home office, vestíbulo con espejo de agua, gym, cto de juegos, cto de servicio, lavado y planchado, 2 bodegas, 5 estacionamientos, calefacción central, cto de maquinas, caseta de vigilancia, cct, y cerca electrificada. Excelente ubicación. Codigo de referencia 2174, Los precios publicados y la disponibilidad pueden cambiar sin previo aviso por lo que se debe de verificar con la inmobiliaria. La publicación de la presente información no representa una oferta publica por lo que toda transacción debe de hacerse de forma personal de acuerdo a las practicas comerciales de la inmobiliaria y para poder ser valida requiere de la autorización expresa de los propietarios de los inmuebles.",/propiedades/bosques-de-reforma-casa-sola-a-la-venta-en-bosques-de-58474065.html,"MN 34,500,000",venta,3.0,3.0,736.0,715.0,,,,,,,,
30,28,"Edificio Comercial a La Venta en Calle Santa Anita, Col. Moderna","Edificio Comercial a la Venta en Calle Santa Anita, Col. Moderna, Portales, Benito Juárez","Calle Santa Anita esquina Horacio Nelson, Iztacalco. En venta edificio de 296 mts de terreno, 1000 mts. De construcción más un tapanco de 200 mts. Cuenta con planta baja, primer y segundo nivel, aproximadamente de 300 mts cada planta, uso comercial o industrial por derechos adquiridos. Tiene accesos para local comercial a pie de calle. codigo de referencia dcoVer datos, Los precios publicados y la disponibilidad pueden cambiar sin previo aviso por lo que se debe de verificar con la inmobiliaria. La publicación de la presente información no representa una oferta publica por lo que toda transacción debe de hacerse de forma personal de acuerdo a las practicas comerciales de la inmobiliaria y para poder ser valida requiere de la autorización expresa de los propietarios de los inmuebles.",/propiedades/edificio-comercial-a-la-venta-en-calle-santa-anita-58475511.html,"MN 14,500,000",venta,0.0,0.0,,296.0,19.3988752,-99.1329781,Calzada Santa Anita,,Moderna,Ciudad de México,,"Calz. Sta. Anita, Moderna, Ciudad de México, CDMX, Mexico"
31,29,"Calle Proyectiles y Morteros Departamento con Balcón a La Venta, Bosques de Las Lomas (Gr)","Calle Proyectiles  y Morteros Departamento con Balcón a la Venta, Bosques  de las  Lomas (gr), Bosques de las Lomas, Cuajimalpa de Morelos","Calle Proyectiles y Morteros departamento con balcon a la venta, Bosques de las Lomas (gr) Cuenta con 96 mts sala, comedor, cocina muy amplia, estancia, pequeño balcón, 2 recamaras cada una con baño, cuarto de lavado, 2 estacionamientos. Ubicación muy cómoda y excelente estado de conservación. codigo de referencia dapVer datos, Los precios publicados y la disponibilidad pueden cambiar sin previo aviso por lo que se debe de verificar con la inmobiliaria. La publicación de la presente información no representa una oferta publica por lo que toda transacción debe de hacerse de forma personal de acuerdo a las practicas comerciales de la inmobiliaria y para poder ser valida requiere de la autorización expresa de los propietarios de los inmuebles.",/propiedades/calle-proyectiles-y-morteros-departamento-con-balcon-a-58517532.html,"MN 3,500,000",venta,2.0,2.0,96.0,96.0,19.3904162,-99.25500029999999,,,Bosques de las Lomas,Mexico City,,"Bosques de las Lomas, Mexico City, CDMX, Mexico"
32,30,"Venta o Renta, Lido Residences Departamento Col. Polanco.","Venta, Lido Residences Departamento 303 Col. Polanco., Polanco, Miguel Hidalgo","Entrega inmediata, listo para habitar!, Col. Polanco, Lido Residences depto 303 en venta, 137. 44 m habitables + balcón de 2. 35 m, consta de 2 recamaras con vestidor y baño, estancia amplia, cocina Italiana, alcoba con baño que puede funcionar como cuarto de visitas, estudio o cuarto de servicio, baño de visitas, bodega 10. 02m, cuarto de lavado, 2 estacionamientos. Se entrega con terminados de lujo, accesorios de baño ""Villeroy &amp;amp;amp;amp; Bosch"", mármol, Importado, madera de ingeniería. Amenidades: 2 Roof Garden Común. Versión preliminar de divulgación. Precios sujetos a cambio sin previo aviso. Visita nuestro recorrido virtual en: 2wzzI5ocodigo de referencia 1560, Los precios publicados y la disponibilidad pueden cambiar sin previo aviso por lo que se debe de verificar con la inmobiliaria. La publicación de la presente información no representa una oferta publica por lo que toda transacción debe de hacerse de forma personal de acuerdo a las practicas comerciales de la inmobiliaria y para poder ser valida requiere de la autorización expresa de los propietarios de los inmuebles.",/propiedades/venta-o-renta-lido-residences-departamento-col.-58475403.html,"MN 16,900,000",venta,2.0,2.0,137.0,137.0,19.4311451,-99.1855612,Petrarca,408,Polanco I Sección,Ciudad de México,11560,"Petrarca 408, Chapultepec Morales, Polanco I Secc, Miguel Hidalgo, 11560 Ciudad de México, CDMX, Mexico"
33,31,"Av Tecamachalco en Venta PH con Balcón, Lomas de Chapultepec (Js)","Av Tecamachalco en Venta PH con Balcón, Lomas de Chapultepec (js), Reforma Social, Miguel Hidalgo","¡super oportunidad! Av. Tecamachalco, Penthouse con balcón a la venta, Lomas de Chapultepec (js). Cuenta con 114 mts, sala - comedor amplios, cocina con despensa, 2 recámaras, 2 baños completos, closet de blancos, piso de porcelanato en área social y laminado en recamaras, mant. $3, 885 mn. , área de lavado con baño de servicio, bodega, 2 estacionamientos, 1 elevador. Amenidades: alberca, jardín, gimnasio, ludoteca, salón de fiestas, juegos infantiles. Departamento muy iluminado con vista abierta, en perfectas condiciones, ubicado en el mejor edificio de la zona. Visita nuestro recorrido virtual en: 3d3ji3ycodigo de referencia dapVer datos, Los precios publicados y la disponibilidad pueden cambiar sin previo aviso por lo que se debe de verificar con la inmobiliaria. La publicación de la presente información no representa una oferta publica por lo que toda transacción debe de hacerse de forma personal de acuerdo a las practicas comerciales de la inmobiliaria y para poder ser valida requiere de la autorización expresa de los propietarios de los inmuebles.",/propiedades/av-tecamachalco-en-venta-ph-con-balcon-lomas-de-58474348.html,"MN 7,400,000",venta,2.0,2.0,114.0,114.0,19.4313534,-99.21544259999999,Avenida Tecamachalco,,Reforma Social,Ciudad de México,11650,"Av Tecamachalco, Reforma Soc, 11650 Ciudad de México, CDMX, Mexico"
34,32,"Exclusiva! Casa en Conjunto de Lujo a La Venta Residencial Domus, Bosques de Las Lomas (Vw)","Exclusiva!! Casa en Conjunto de Lujo a la Venta  Residencial Domus , Bosques de  las Lomas  (vw), Bosques de las Lomas, Cuajimalpa de Morelos","Exclusiva!! Casa en conjunto de lujo a la venta Residencial Domus, Bosques de las lomas (vw) Construida en 3 niveles cuenta con 325. 48 mts Terreno, 530. 65 m Const, 85. 55 mts de Jardín Nivel Sótano 4 cajones de estacionamiento techados, bodega de servicios, cuarto de maquinas y bodega pequeña, baño de servicio, cuarto de servicio con capacidad para tres personas, nivel 1 hall de acceso, family, ludoteca, biblioteca, sala, comedor, cocina italiana y baño de visitas, Nivel 2 recamara principal con baño y vestidor comunicados, 2da recamara con baño y vestidor, 3era recamara con baño y vestidor, closet de blancos, family room. Pisos de mármol Fiorito, madera de ingeniería en las, sistema de iluminación lutron grafik eye y seguridad privada y mantenimiento $15, 500. Áreas comunes: 3 jardines, uno de los cuales se usa para hacer fiestas grandes ya que tiene 1000 m², salón de fiestas, alberca, gimnasio, squash. Se vende con opcion amueblada Y equipada. Visita nuestro recorrido virtual en: 3ejndt6codigo de referencia dhoVer datos, Los precios publicados y la disponibilidad pueden cambiar sin previo aviso por lo que se debe de verificar con la inmobiliaria. La publicación de la presente información no representa una oferta publica por lo que toda transacción debe de hacerse de forma personal de acuerdo a las practicas comerciales de la inmobiliaria y para poder ser valida requiere de la autorización expresa de los propietarios de los inmuebles.",/propiedades/exclusiva!-casa-en-conjunto-de-lujo-a-la-venta-58476473.html,"MN 32,000,000",venta,3.0,3.0,530.0,325.0,,,,,,,,
35,33,"Baja Precio Residencial Armoni, Departamento en Venta (Vw)","Baja Precio Residencial Armoni, Departamento en Venta(vw), Bosque de las Lomas, Miguel Hidalgo","Bosque de las Lomas, Residencial Armoni depto en venta baja precio! (vw) 300m + terraza de 4. 2m, 3 recamaras, 3. 5 baños, sala, comedor, family, cocina de lujo, cuarto de lav y serv, mant $ 7, 800 mn, 1 bodega 3 autos ind. Vigilancia privada. Áreas comunes- alberca, gym, jardín, cine, ludoteca, tenis, squash, spa etc. codigo de referencia 802, Los precios publicados y la disponibilidad pueden cambiar sin previo aviso por lo que se debe de verificar con la inmobiliaria. La publicación de la presente información no representa una oferta publica por lo que toda transacción debe de hacerse de forma personal de acuerdo a las practicas comerciales de la inmobiliaria y para poder ser valida requiere de la autorización expresa de los propietarios de los inmuebles.",/propiedades/baja-precio-residencial-armoni-departamento-en-venta-58474163.html,"MN 17,200,000",venta,3.0,3.0,300.0,300.0,19.3904162,-99.25500029999999,,,Bosques de las Lomas,Mexico City,,"Bosques de las Lomas, Mexico City, CDMX, Mexico"
36,34,"Departamento Nuevo con Balcón en Venta The Point, Santa Fe (Mc)","Departamento Nuevo con Balcón  en  Venta   The Point , Santa Fe (mc), Santa Fe Cuajimalpa, Cuajimalpa de Morelos","Departamento a estrenar con balcón en venta The Point, Santa Fe (mc) Cuenta con 104 mts, estancia para sala y comedor con balcón, cocina abierta con cubierta de granito, área de lavado, 2 recámaras, la principal con baño y vestidor, la segunda con clóset y baño completo fuera de la recámara, sistema de calefacción, seguridad 24 hrs, 2 estacionamientos, 2 elevadores. Áreas comunes: Alberca techada, gimnasio, Spa, salón de fiestas, terraza, sala de juntas y asadores. Acabados modernos, muy iluminado y con una vista privilegiada, desarrollos más exclusivos, comercios de prestigio, residencias de lujo y oficinas corporativas. codigo de referencia dapVer datos, Los precios publicados y la disponibilidad pueden cambiar sin previo aviso por lo que se debe de verificar con la inmobiliaria. La publicación de la presente información no representa una oferta publica por lo que toda transacción debe de hacerse de forma personal de acuerdo a las practicas comerciales de la inmobiliaria y para poder ser valida requiere de la autorización expresa de los propietarios de los inmuebles.",/propiedades/departamento-nuevo-con-balcon-en-venta-the-point-58475430.html,"MN 6,200,000",venta,2.0,2.0,104.0,104.0,19.3560704,-99.27520790000001,Avenida Santa Fe,578,Contadero,Ciudad de México,05348,"Av Sta Fe 578, Santa Fe, Contadero, Cuajimalpa de Morelos, 05348 Ciudad de México, CDMX, Mexico"
37,35,Paseo de Tamarindos Departamento en Venta Bosques de Las Lomas (Gr),"Paseo de Tamarindos Departamento en Venta   Bosques de las Lomas (gr), Bosques de las Lomas, Cuajimalpa de Morelos","Paseo de Tamarindos departamento en venta Bosques de las Lomas (gr) Cuenta con 256 mts, cocina, sala, comedor, amplia estancia, sala de tv, cuarto de servicio y área de lavado, 3 recámaras cada una con baño, medio baño de visitas, 3 estacionamientos, 3 elevadores, seguridad privada. Áreas comunes jardín con juegos infantiles alberca salón de fiestas gimnasio ludoteca. Muy Iluminado y vista arboladacodigo de referencia dapVer datos, Los precios publicados y la disponibilidad pueden cambiar sin previo aviso por lo que se debe de verificar con la inmobiliaria. La publicación de la presente información no representa una oferta publica por lo que toda transacción debe de hacerse de forma personal de acuerdo a las practicas comerciales de la inmobiliaria y para poder ser valida requiere de la autorización expresa de los propietarios de los inmuebles.",/propiedades/paseo-de-tamarindos-departamento-en-venta-bosques-de-58517529.html,"MN 13,400,000",venta,3.0,3.0,256.0,256.0,19.3859143,-99.2546132,Paseo de los Tamarindos,,Bosques de las Lomas,Ciudad de México,,"P.º de los Tamarindos, Bosques de las Lomas, Ciudad de México, CDMX, Mexico"
38,36,Residencial Mediterranea Departamento en Venta (Gr),"Residencial Mediterranea Departamento en Venta (gr), Santa Fe Cuajimalpa, Cuajimalpa de Morelos","Residencial Mediterranea departamento en venta (gr). Cuenta con 247 mts. , sala de tv, área social muy amplia con salida a terraza con vista panorámica, 3 recámaras cada una con baño, 3 estacionamientos, bodega, mant. $ 6'060 mn. , seguridad privada. Acabados de lujo en excelente estado de conservación. Amenidades: gimnasio, área de mascotas, jardín con juegos infantiles y asadores, salón de fiestas, ludoteca, salón de jóvenes, alberca, pista para correr, bussines center. Codigo de referencia dapVer datos, Los precios publicados y la disponibilidad pueden cambiar sin previo aviso por lo que se debe de verificar con la inmobiliaria. La publicación de la presente información no representa una oferta publica por lo que toda transacción debe de hacerse de forma personal de acuerdo a las practicas comerciales de la inmobiliaria y para poder ser valida requiere de la autorización expresa de los propietarios de los inmuebles.",/propiedades/residencial-mediterranea-departamento-en-venta-gr-58517543.html,"MN 13,500,000",venta,3.0,3.0,247.0,247.0,19.3619875,-99.2662189,Avenida Santa Fe,,,Ciudad de México,01219,"Av Sta Fe, Santa Fe, 01219 Ciudad de México, CDMX, Mexico"
39,37,Pre - Venta Casa de Lujo en Conjunto en Lomas de Vista Hermosa (Vw),"Pre-venta Casa de Lujo en Conjunto en Lomas de Vista Hermosa (vw), Lomas de Vista Hermosa, Cuajimalpa de Morelos","Pre-venta increíble casa de lujo en conjunto, Lomas de Vista Hermosa (vw) Cuenta con 3 niveles, 1163. 15mT, 711. 56mC, 245m de jardín perimetral, sala y comedor amplios, cocina con despensa, baño de visitas, family, 3 recámaras con baño y vestidor, sala de T. V. , terraza de 39m, espejo de agua de 7. 55m, bodega, 2 cuartos de servicio, área de lavado, 5 estacionamientos, baño para chofer. Acabados de lujo, pisos de mármol, madera de ingeniería, calefacción hidrológica, cocina italiana (no incluye refrigerador ni lavaplatos). codigo de referencia 2241, Los precios publicados y la disponibilidad pueden cambiar sin previo aviso por lo que se debe de verificar con la inmobiliaria. La publicación de la presente información no representa una oferta publica por lo que toda transacción debe de hacerse de forma personal de acuerdo a las practicas comerciales de la inmobiliaria y para poder ser valida requiere de la autorización expresa de los propietarios de los inmuebles.",/propiedades/pre-venta-casa-de-lujo-en-conjunto-en-lomas-de-vista-58517489.html,"USD 2,350,000",venta,3.0,3.0,711.0,1163.0,19.3772127,-99.26961639999999,,,Lomas de Vista Hermosa,Ciudad de México,,"Lomas de Vista Hermosa, Ciudad de México, CDMX, Mexico"
